,Factory Name,Address,Country,Total Number of Workers,Men,Women,Total Men Percentage,Total Women Percentage,Total Employee
292,"Jinhua Jieling Home Furnishings Co Ltd XieTang Branch","Building 10 No 2999 west of Jingang Road Jindong Economic DevelopmentArea Jinhua Zhejiang 311835",China,416,165.0,251.0,(39.7)%,(60.3)%,416.0
293,Jinhua Jinfeng Toys Co Ltd,"2289 Huafeng East Road Jindong Economic Development Zone JinhuaZhejiang 321037",China,435,226.0,209.0,(52.0)%,(48.0)%,435.0
294,Jinhua Texong Household Co Ltd,"1st floor-3rd floor Building 5 No 188 Donggang North Street Xietang Town,Jindong District Jinhua Zhejiang 321036",China,32,9.0,23.0,(28.1)%,(71.9)%,32.0
295,Jining Aisee Garment Co Ltd,No 2510 Xinshiji Road Wenshang County Jining Shandong 272501,China,854,145.0,709.0,(17.0)%,(83.0)%,854.0
296,JinJiang Aide Fashion Co Ltd,"No 77 Jinde Road Sanou Village Yinglin Town Jinjiang Quanzhou Fujian362256",China,241,70.0,171.0,(29.0)%,(71.0)%,241.0
297,Jinjiang Jiehong Garments Co Ltd,"No 78 Nanhuan Road Jinyu Village Shenhu Town, Jinjiang Quanzhou Fujian362246",China,107,38.0,69.0,(35.5)%,(64.5)%,107.0
298,Jinjiang Minfeng Garment Knitting Co Ltd,No 8 Shifeng New Street Shenhu Town Jinjiang Fujian 362246,China,164,48.0,116.0,(29.3)%,(70.7)%,164.0
299,Jinjiang Qian Hang Dress Co Ltd,No 21 Keren Industry Area Shenhu Town Jinjiang Fujian 362246,China,140,96.0,44.0,(68.6)%,(31.4)%,140.0
300,Jinjiang Shengyi Fashion Weaving Co Ltd,"No 118 Yinghao Road East Area of Jinjiang City Economic Department ZoneYinglin Park Quanzhou Fujian 362256",China,320,102.0,218.0,(31.9)%,(68.1)%,320.0
301,Kids First Toys Factory Co Ltd,East Nanping Road Xianghe Town Quanjiao Anhui 239599,China,151,20.0,131.0,(13.2)%,(86.8)%,151.0
302,Kimm and Miller Packing Shenzhen Ltd,"6-7 Floor Building 2 Lixin Science & Technology Co The large Industrial Parkof Laokeng Community Pingshan District Shenzhen Guangdong 518122",China,16,6.0,10.0,(37.5)%,(62.5)%,16.0
303,Laiyang Huayuan Knitting Co Ltd,No 4 Gongmaoxiang Heshan Road Laiyang County Yantai Shandong 265299,China,117,24.0,93.0,(20.5)%,(79.5)%,117.0
304,Laiyang Jiaxin Knitting Co Ltd,No 68 Longmen East Road Laiyang Yantai Shandong 265299,China,136,21.0,115.0,(15.4)%,(84.6)%,136.0
305,Laizhoushi Huixin Art and Crafts Co Ltd,Heping industrial park Shahe town Laizhou Shandong 261423,China,167,4.0,163.0,(2.4)%,(97.6)%,167.0
306,Linhai Deyi Plastic Co Ltd,"No 17-1 Binhai First Avenue Linhai Toumengang New District ManagementCommittee Linhai City Taizhou Zhejiang 317015",China,47,18.0,29.0,(38.3)%,(61.7)%,47.0
307,"Linhai Homelike Houseware ProductManufacture Co Ltd",No 13 Linxian Road Bai Shui Yang Town Linhai Zhejiang 317031,China,74,43.0,31.0,(58.1)%,(41.9)%,74.0
308,Linyi Honour Chenjia Fashion Co Ltd,Daokou Village Sucun Town Yinan County Linyi Shandong 276301,China,81,7.0,74.0,(8.6)%,(91.4)%,81.0
309,Linyi Xinmeijie Eyelash Co Ltd,No 117 Yongsheng Road Luozhuang Linyi Shandong 276016,China,140,8.0,132.0,(5.7)%,(94.3)%,140.0
310,LRX Costume Weaving Co Ltd,No 52 Gaoxing Road Gaohu Village Yinglin Town Jinjiang Fujian 362256,China,108,38.0,70.0,(35.2)%,(64.8)%,108.0
311,Luan Oumei Handbag Co Ltd,"No 1724 Gaocheng East Road Economic Development Zone Luan Anhui237000",China,424,72.0,352.0,(17.0)%,(83.0)%,424.0
312,Lucky Dragon Enterprise Group Inc,No 1 Pushi 1rd Qiao Tou Town Dongguan Guangdong 523528,China,155,100.0,55.0,(64.5)%,(35.5)%,155.0
313,Mingfai Industrial Shenzhen Co Ltd,"Ming Fai Industrial Estate Bainikeng Pinghu Longgan District ShenzhenGuangdong 518111",China,2065,877.0,1188.0,(42.5)%,(57.5)%,2065.0
314,Mulion Fujian Industrial Co Ltd,"No 300-301 Tianshou Road Gaohu Industrial Zone Yinglin Town JinjiangFujian 362256",China,198,67.0,131.0,(33.8)%,(66.2)%,198.0
315,Nanjing Vigiant Garments Co Ltd,No 48 Renmin Road Maji Town Luhe District Nanjing Jiangsu 211525,China,193,19.0,174.0,(9.8)%,(90.2)%,193.0
316,Nanjing Xinbaitong Garments Co Ltd,192 Renmin Road Maan Sub Districk Liuhe District Nanjing Jiangsu 211525,China,102,17.0,85.0,(16.7)%,(83.3)%,102.0
317,Nantong Fengsheng Textile Co Ltd,"No 58 Group 29 Daxing Village Binjiang Street Haimen District NantongJiangsu 226100",China,120,82.0,38.0,(68.3)%,(31.7)%,120.0
318,Nantong Grace Clothing Co Ltd,No 1 A Zone North Industrial Park Haian County Nantong Jiangsu 226623,China,132,10.0,122.0,(7.6)%,(92.4)%,132.0
319,Nanyang Xinao Knitwear Co Ltd,Zhenping Industrial Area Zhenping County Nanyang Henan 474250,China,452,100.0,352.0,(22.1)%,(77.9)%,452.0
320,Neijiang Kingdom Knitting,No 429 Minzhu Road Zhenxi Town Weiyuan District Neijiang Sichuan 642453,China,126,28.0,98.0,(22.2)%,(77.8)%,126.0
321,Nice Garden Gift & Toy Co Ltd,Cangfang Village Jinji Town Tianchang Anhui 239351,China,37,8.0,29.0,(21.6)%,(78.4)%,37.0
322,Ning Yuan Vipin Leather Co Ltd,"Shilipu Industrial Park Shunde Community Dongxi Street Ningyuan CountyYongzhou Hunan 425699",China,234,40.0,194.0,(17.1)%,(82.9)%,234.0
323,Ningbo Cindy Le Garments Co Ltd,No 211 Zhongxin Road Gulin Town Haishu District Ningbo Zhejiang 315099,China,222,54.0,168.0,(24.3)%,(75.7)%,222.0
324,"Ningbo Dongqian Lake Tourism Resort ZoneBaisheng Houseware Products Co Ltd","No 61 ChangCao Road Tourism Resort Zone Dongqian Lake Town NingboZhejiang 315121",China,52,10.0,42.0,(19.2)%,(80.8)%,52.0
325,Ningbo Eyecos Cosmetic Co Ltd,"No 1-1 Expressway Link Xindongwu Village Moushan Town Yuyao City NingboZhejiang 315464",China,888,353.0,535.0,(39.8)%,(60.2)%,888.0
326,Ningbo Fengcai Handicraft Product Co Ltd,Shangwang Village Shiqi Sub District Haishu District Ningbo Zhejiang 315176,China,83,35.0,48.0,(42.2)%,(57.8)%,83.0
327,Ningbo Haishu Xiangluo Garment Co Ltd,"No 300 Wancheng Road Yadu Village Huangga Village, Shiqi Street HaishiDistrict Ningbo Zhejiang 315153",China,110,24.0,86.0,(21.8)%,(78.2)%,110.0
328,Ningbo Haishu Yunxin Garment Co Ltd,"No 888 Gulin Yinxian Avenue Ejing Village Haishu District Ningbo Zhejiang315500",China,124,31.0,93.0,(25.0)%,(75.0)%,124.0
329,Ningbo Hi Tech Zone Wei Lian Plastic Co Ltd,"No 778 Boao Industrial Park Renjiu Village Wuxiang Town Yinzhou DistrictNingbo Zhejiang 315048",China,14,6.0,8.0,(42.9)%,(57.1)%,14.0
330,Ningbo Merryart Glow Tech,"No 8 Lixin Rd Xiaogang Dutoudong Ind Park Beilun District Ningbo Zhejiang315823",China,273,90.0,183.0,(33.0)%,(67.0)%,273.0
331,Ningbo Mingyu Clothing Co Ltd,"No 32 Zhixin Road Chengdong Industry Park Daxu Town Xiangshan CountyNingbo Zhejiang 315706",China,342,108.0,234.0,(31.6)%,(68.4)%,342.0
332,Ningbo New Light Garment Co Ltd,No 143 Baihe Road Danxi Street Xiangshan County Ningbo Zhejiang 315799,China,136,25.0,111.0,(18.4)%,(81.6)%,136.0
333,Ningbo New Star Arts Co Ltd,159 Yunli Road Yunlong Town Yinzhou Ningbo Zhejiang 315137,China,34,14.0,20.0,(41.2)%,(58.8)%,34.0
334,Ningbo Penryn Stationery Co Ltd,"First Floor No One Building 50th Jinji Road Qijiashan, Beilun District NingboZhejiang 315803",China,36,16.0,20.0,(44.4)%,(55.6)%,36.0
335,Ningbo Ruikang Bath Products Co Ltd,"Building 4 Jinyuan Xinpu Innovation Industrial Park No 2 Weier Road WestIndustrial Zone Rongyu Village Xinpu Town Cixi Zhejiang 315322",China,89,36.0,53.0,(40.4)%,(59.6)%,89.0
336,Ningbo Senle Garments Co Ltd,"No 203 Yingzhou Road Juexi Residential Committee Xiangshan County NingboZhejiang 315708",China,120,43.0,77.0,(35.8)%,(64.2)%,120.0
337,Ningbo Senyuan Paper Co Ltd,"428 Longfei Road Yunlong industrial Park Yinzhou Zone Ningbo Zhejiang315137",China,66,31.0,35.0,(47.0)%,(53.0)%,66.0
338,Ningbo Xuyang Apparel Co Ltd,No 15 Xinying Road Juexi Street Xiangshan Ningbo Zhejiang 315000,China,110,33.0,77.0,(30.0)%,(70.0)%,110.0
339,Ningbo YaGi Logistics Co Ltd,"West side of 1 Warehouse Building 2 109 Leigushan Road Beilun DistrictNingbo Zhejiang 315800",China,55,40.0,15.0,(72.7)%,(27.3)%,55.0
340,Ningbo Yale Garment Co Ltd,No 205 Xin Ying Rd Juexi Street Xiangshan County Ningbo Zhejiang 315708,China,131,48.0,83.0,(36.6)%,(63.4)%,131.0
341,Ningbo Zhengge Garments Co Ltd,"No 219 Yingzhou Road Juexi Sub-District Xiangshan County Ningbo Zhejiang315708",China,204,144.0,60.0,(70.6)%,(29.4)%,204.0
342,Ningbo Zhongcheng Stationery Co Ltd,"1F No 1 Building 2 No 50 Jinji Road Qijiashan Street Beilun District NingboZhejiang 315803",China,55,20.0,35.0,(36.4)%,(63.6)%,55.0
343,"Paristy Daily Chemical Co Ltd FlorenceInternational LLC","No 3701 Yindu Road Minhang District Xinzhuang Industrial Shanghai Shanghai201108",China,332,78.0,254.0,(23.5)%,(76.5)%,332.0
344,Pinghu Youli Bags & Luggage Co Ltd,"No 2338 Xinggong Road Pinghu Economic Development Zone PinghuZhejiang 314213",China,138,68.0,70.0,(49.3)%,(50.7)%,138.0
345,Pujiang Cap Fashion Co Ltd,No 99 & 218 Xingbi Road Pujiang Town Jinhua Zhejiang 322299,China,248,112.0,136.0,(45.2)%,(54.8)%,248.0
346,Putian City Qiangyou Industrial Co Ltd,"No 1668 Beihe East Road Heping Village, Fengting Town Xianyou CountyPutian Fujian 351254",China,809,222.0,587.0,(27.4)%,(72.6)%,809.0
347,Putian Hongqiang Sports Goods Co Ltd,No 1418 Meiyuan Street Jiaowei Town Xianyou Country Fujian 351253,China,241,101.0,140.0,(41.9)%,(58.1)%,241.0
348,Putian Jirong Plastic Products Co Ltd,"No 2898 East Hanhua Road Light Industrial Zone High Technology ParkHanjing District Putian Fujian 351111",China,105,48.0,57.0,(45.7)%,(54.3)%,105.0
349,Qingdao Aileishi False Eyelash Co Ltd,"No 269 Shanghai Road Fengtai Sub District office Pingdu Qingdao Shandong266799",China,19,2.0,17.0,(10.5)%,(89.5)%,19.0
350,Qingdao AJA Arts and Crafts,"Room 103 First Floor & Room 202 to Room 204 Second Floor Building 2 No57 Shuyun East Road Xiazhuang Street Chengyang District QingdaoShandong 266107",China,45,13.0,32.0,(28.9)%,(71.1)%,45.0
351,Qingdao Jianghong Crafts Co Ltd,WeiJiatun Village Ligezhuang Town Jiaozhou Qingdao Shandong 266316,China,48,12.0,36.0,(25.0)%,(75.0)%,48.0
352,Qingdao Kingking Applied Chemistry Co Ltd,Environmental industrial park Jimo City Qingdao Shandong 266201,China,900,421.0,479.0,(46.8)%,(53.2)%,900.0
353,Qingdao Kinglight Craft Co Ltd,No 5 Guangzhou North Road Laixi Qingdao Shandong 266623,China,102,35.0,67.0,(34.3)%,(65.7)%,102.0
354,Qingdao Kojac Co Ltd,"Rm 202 203 204 2nd Floor No 3 Block No 57 East Shuyun Road XiazhuangSub district Chengyang District Qingdao Shandong 266107",China,59,5.0,54.0,(8.5)%,(91.5)%,59.0
355,Qingdao LinJunLe Craft Co Ltd,"No 6 Building No 106- 2 Qiuyang Road Chengyang District Qingdao Shandong266107",China,30,3.0,27.0,(10.0)%,(90.0)%,30.0
356,Qingdao Oriental Food Co Ltd,845 North Guangzhou Road Jiaozhou Qingdao Shandong 266603,China,30,9.0,21.0,(30.0)%,(70.0)%,30.0
357,Qingdao Ruidebeibei Fashion Co Ltd,"Dongmajia Village Jiulong Sub-district office Jiaozhou Qingdao Shandong266399",China,295,45.0,250.0,(15.3)%,(84.7)%,295.0
358,Qingdao Ruilong Artware Plant,No 1000 Lijia Village Xinhe Town Pingdu City Shandong Qingdao 266717,China,577,57.0,520.0,(9.9)%,(90.1)%,577.0
359,Qingdao Yi Lin Source Crafts Co Ltd,"The South Of Road West Of Tianma Road Dianzi Town Pingdu City QingdaoShandong 266753",China,248,53.0,195.0,(21.4)%,(78.6)%,248.0
360,Qingdao YL Arts & Crafts Factory,No 35 Dianzi Village Dianzi Town Pingdu Qingdao Shandong 266753,China,463,84.0,379.0,(18.1)%,(81.9)%,463.0
361,Qingdao Yongmao Handcraft Article Co Ltd,No 7 Xinchang Road Xinhe Town Pingdu City Qingdao Shandong 266717,China,62,10.0,52.0,(16.1)%,(83.9)%,62.0
362,"Qingdao Yu Jie Tong Industry and TradeCorporation Limited","No 25 Building 11 Qingdao International Garment Industry City No 17 JiujiangRd TongJi New Economic Zone Jimo Shandong 266228",China,52,7.0,45.0,(13.5)%,(86.5)%,52.0
363,Qingxian Jiejian Knitting Clothing Co Ltd,"Qian Lv Zhao Zhuang Village Caosi Town Qing County Cangzhou Hebei062652",China,199,100.0,99.0,(50.3)%,(49.7)%,199.0
364,QuanZhou Cealand Sports Goods Co Ltd,"No 229 Huixiang Road Chengnan Industry Zone Luoyang Town HuianQuanzhou Fujian 362199",China,290,138.0,152.0,(47.6)%,(52.4)%,290.0
365,Quanzhou Luojiang Huowangnan Shoes Co Ltd,"No 632 Wanhong Road Datingpu Industrial Zone Majia Town Luojiang DistrictQuanzhou Fujian 362014",China,91,35.0,56.0,(38.5)%,(61.5)%,91.0
366,"Quanzhoushi Dingyu Garments & Weaving CoLtd","1 2 LongQiao Industrial Park GuanQiaoZhen Anxi County Quanzhou Fujian362441",China,450,388.0,62.0,(86.2)%,(13.8)%,450.0
367,Rong Lin Wah Industrial Shenzhen Co Ltd,"No 53 Feng Qi Rd Qi Ling Fu Cheng Ao Pinghu Shenzhen Guangdong518111",China,219,136.0,83.0,(62.1)%,(37.9)%,219.0
368,Rongcheng Luli Knitting Co Ltd,Hushan Town Rongcheng City Weihai Shandong 264305,China,139,37.0,102.0,(26.6)%,(73.4)%,139.0
369,Rongcheng Zheng Qinghe Clothing Co Ltd,No 329 Jiangshang Road Shidao District Rongcheng Shandong 264308,China,95,84.0,11.0,(88.4)%,(11.6)%,95.0
370,Rugao Shuanghang Garment Co Ltd,"No 58 Group 9 Xielou Village Changjiang Town Rugao Nantong Jiangsu226533",China,100,33.0,67.0,(33.0)%,(67.0)%,100.0
371,Ruian Kanghua Shoe Co Ltd,Xinan Xianjiang Town Ruian Zhejiang 325217,China,349,195.0,154.0,(55.9)%,(44.1)%,349.0
372,Sam Fashion Co Ltd,No 58 East Huashi Road Wuzhen Town Tongxiang Jiaxing Zhejiang 314504,China,1232,542.0,690.0,(44.0)%,(56.0)%,1232.0
373,"Shandong Huimin XiaoFei Clothing LimitedCompany",Lizhongtiao Village Sunwu Town Huimin County Binzhou Shandong 251700,China,93,3.0,90.0,(3.2)%,(96.8)%,93.0
374,Shandong Mingfu Knitting Co Ltd,"No 2 Mingfu Road Xicheng Lingang Industrial Area Beigou Town PenglaiShandong 265601",China,68,7.0,61.0,(10.3)%,(89.7)%,68.0
375,Shandong Sunway Clothing Co Ltd,"118 Meters South of Shijiabu Village Jingzhi Town Anqiu City WeifangShandong 262116",China,104,13.0,91.0,(12.5)%,(87.5)%,104.0
376,Shanghai Baite Knitting Co Ltd,"Building 3 No 298 Xianan Road Zhujing Industrial Park Jinshan DistrictShanghai Shanghai 201503",China,73,30.0,43.0,(41.1)%,(58.9)%,73.0
377,Shangyu Jinchang Knitting Co Ltd,Zhujiazhuang Village Fenghui Town Shangyu Zhejiang 312351,China,39,13.0,26.0,(33.3)%,(66.7)%,39.0
378,Shantou Chenghai Weijiang Toys Factory,"No 128 3 Heng Lane West 4th Road Huaihan Road Xiajiao New DistrictChenghua Street Chenghai District Shantou Guangdong 515821",China,47,22.0,25.0,(46.8)%,(53.2)%,47.0
379,ShanTou ChengHai YaoHong Craftwork Co Ltd,"Dachijiao Qianxipian Area Liannan Industrial Estate Lianxia Town ChenhaiDistrict Shantou Guangdong 515834",China,235,74.0,161.0,(31.5)%,(68.5)%,235.0
380,"Shantou City Zhenyao Knitted UnderwearFactory","Dongsi Road Wusha Industrial Area Guiyu Town Chaoyang District ShantouGuangdong 515157",China,334,99.0,235.0,(29.6)%,(70.4)%,334.0
381,Shantou Enjoy Fashion Co Ltd,"West Side of Middle 32 Meter Road Gurao Town Chaoyang District ShantouGuangdong 515159",China,203,95.0,108.0,(46.8)%,(53.2)%,203.0
382,Shantou Jiahuang Knitting Industrial Co Ltd,"Haizaiyang Industrial Park Toupu village Gurao Town Chaoyang ShantouGuangdong 515159",China,198,77.0,121.0,(38.9)%,(61.1)%,198.0
383,Shantou Xinnishi Underwear Factory,"West side of middle section of Guantian Road Part of Raozhong Road GuraoTown Chaoyang District Shantou Guangdong 515159",China,188,88.0,100.0,(46.8)%,(53.2)%,188.0
384,Shantou Yige Gifts Co Ltd,"2nd - 5th Floor Building B No 15 Workshop Xiacai Industrial Zone YingbinNorth Road Waisha Town Longhu District Shantou Guangdong 515023",China,59,20.0,39.0,(33.9)%,(66.1)%,59.0
385,Shanxi Hongyi Glassware Co Ltd,XiLiuZhi Village Qi County JinZhong Shanxi 030900,China,480,203.0,277.0,(42.3)%,(57.7)%,480.0
386,"Shaoxing Huancheng Textile Technololgy CoLtd",No 16 Rongma Road Taozhu Sub District Zhuji Zhejiang 311800,China,145,81.0,64.0,(55.9)%,(44.1)%,145.0
387,Shaoxing Tangren Shoes Co Ltd,"No 111 Shuangta Road Economic Development Zone Shengzhou Zhejiang312432",China,202,67.0,135.0,(33.2)%,(66.8)%,202.0
388,Shenqiu County YongSheng Clothing Co,"DaChengZhuang Village LiuWan Town ShenQiu County Zhoukou Henan466314",China,318,38.0,280.0,(11.9)%,(88.1)%,318.0
389,"Shenyang DEQI Handicraft Manufacturing CoLtd",No 317 Guihua Street Sujiatun District Shenyang Liaoning 110101,China,43,4.0,39.0,(9.3)%,(90.7)%,43.0
390,"Shicheng County Changan Sun Shoes andGarment Co Ltd","Jinchengyilu Jinfeng road Guzhang Indusrial Park Shicheng County GanzhouJiangXi 342799",China,371,109.0,262.0,(29.4)%,(70.6)%,371.0
391,Shuyang BaiChengHui Garment Co Ltd,"Building B2 B3 B4 B5 Hanshan Industrial Park Hanshan Town Shuyang CountySuqian Jiangsu 215556",China,68,5.0,63.0,(7.4)%,(92.6)%,68.0
392,Sihong Joywing textile Co Ltd,"No 163 -10 Tianen Street ndustrial Zone Tianganghu Town Sihong CitySuqian Jiangsu 223999",China,175,25.0,150.0,(14.3)%,(85.7)%,175.0
393,Sihui Xingyu Shoes Co Ltd,No 2 Shuizha Road ChengZhong Sub District Sihui Guangdong 526299,China,101,4.0,97.0,(4.0)%,(96.0)%,101.0
394,Since Household Care Co Ltd,"No 11 Yanheyi Road Baihao Community Houjie Town Dongguan Guangdong523957",China,109,44.0,65.0,(40.4)%,(59.6)%,109.0
395,Sino Star Maanshan Hosiery Co Ltd,No 66 Taibaixi Road Gushu Town Dangtu County Maanshan Anhui 243104,China,444,98.0,346.0,(22.1)%,(77.9)%,444.0
396,Soochow Juser Fashion Co Ltd,"Building 1 1988 Feng Yang Road Weitang Town XiangCheng District SuzhouJiangsu 215134",China,145,43.0,102.0,(29.7)%,(70.3)%,145.0
397,Strot Smart Science and Technology Co Ltd,"Building 21 Jinhu Double Innovation Industrial Park Yiyun Road YuanzhouDistrict Economic and Technological Development Zone Yichun Jiangxi336026",China,61,27.0,34.0,(44.3)%,(55.7)%,61.0
398,Suiping Union Fashion Handbag Co Ltd,"No 1 Building Hanshang Industrial Park Centralized Industry Zone SuipingCounty Zhumadian Henan 463199",China,178,19.0,159.0,(10.7)%,(89.3)%,178.0
399,SuQian HengKun Clothing Co Ltd,"227 Wencheng Road Economic Development Zone of Siyang Suqian CountySuqian Jiangsu 223799",China,454,53.0,401.0,(11.7)%,(88.3)%,454.0
400,SuQian HengXian Clothing Co Ltd,"227 Wencheng Road Economic Development Zone of Siyang Siyang Jiangsu223799",China,299,36.0,263.0,(12.0)%,(88.0)%,299.0
401,Suzhou Tieyuan Apparel Co Ltd,Yinji Street Lingbi Suzhou Anhui 234216,China,71,9.0,62.0,(12.7)%,(87.3)%,71.0
402,Suzhou Zhongxing Arts & Crafts Co Ltd,No 158-7 Huashan Road Suzhou New District Suzhou Jiangsu 215129,China,59,14.0,45.0,(23.7)%,(76.3)%,59.0
403,Taian Hongbang Garment Co Ltd,East Fuqian Street Heshan Town Ningyang Taian Shandong 271406,China,371,36.0,335.0,(9.7)%,(90.3)%,371.0
404,Taishan Jinlida Printing Packing Co Ltd,"Zhongshan Industrial Zone 1 Buildings First to Seventh Shuibu Town TaishanJiangmen Guangdong 529299",China,200,68.0,132.0,(34.0)%,(66.0)%,200.0
405,Taizhou Bailian Glasses Manufacturing Co Ltd,Liao Village Shangpan Town Linhai Taizhou Zhejiang 317015,China,188,84.0,104.0,(44.7)%,(55.3)%,188.0
406,Taizhou Baishite Shoes Co Ltd,Qingyu Industrial Cluster Area Wenqiao Town Wenling Zhejiang 317527,China,101,52.0,49.0,(51.5)%,(48.5)%,101.0
407,Taizhou Haofei Baby Products Factory,No 658 Yangsi Rd Zhangan Street Jiaojing District Taizhou Zhejiang 318016,China,49,3.0,46.0,(6.1)%,(93.9)%,49.0
408,Taizhou Jiaojiang Sichuang Glasses Factory,Workshop 2 No 68 Xianfeng Road Jianshe Jiaojiang Taizhou Zhejiang 318017,China,57,26.0,31.0,(45.6)%,(54.4)%,57.0
409,Taizhou Jiaojiang Yingfeng Glasses Co Ltd,"Small and Micro Enterprise Pioneer Park 9-3 Waidong Industrial Zone QiansuoJiedao Jiaojiang District Jiaojiang District Taizhou Zhejiang 318016",China,40,18.0,22.0,(45.0)%,(55.0)%,40.0
410,Taizhou Jichen Shoes Factory,Xianggongwei Village Panlang Daxi Town Wenling Zhejiang 317525,China,113,51.0,62.0,(45.1)%,(54.9)%,113.0
411,Taizhou Meiqile Handcraft Co Ltd,"No 2-4 ShangYun village Industrial Zone Hengjie Town Lu qiao Taizu Zhejiang318056",China,111,53.0,58.0,(47.7)%,(52.3)%,111.0
412,Taizhou Tianqi Shoes Co Ltd,"No 38 Zhaiqian Road Huichuanwang Village Hengfeng Town Wenling TaizhouZhejiang 317520",China,325,181.0,144.0,(55.7)%,(44.3)%,325.0
413,Tianchang YiHe Gifts Toys Co Ltd,The South Side of Tianchu Road Tianchang City Chajian Town Anhui 239321,China,254,28.0,226.0,(11.0)%,(89.0)%,254.0
414,Tianjin Sevenail Craft Co Ltd,"No 65 The New Science and Technology Park of Yougu East of Jingfu RoadTianjin Medicine & Medical Industrial Zone Tianjin 300401",China,45,9.0,36.0,(20.0)%,(80.0)%,45.0
415,TongFu Manufacturing Co Ltd,No 39 Dazhou Road Tie Xin Qiao Town Yuhua District Nanjing Jiangsu 210012,China,180,39.0,141.0,(21.7)%,(78.3)%,180.0
416,Tonglu Chunlei Knitting Co Ltd,"233 Longteng Road Hengcun Town Tonglu County Hangzhou Zhejiang311512",China,68,21.0,47.0,(30.9)%,(69.1)%,68.0
417,Tonglu Fuwei Knitting Factory,Sunjia Village Hengcun Town Tonglu County Hangzhou Zhejiang 311512,China,38,13.0,25.0,(34.2)%,(65.8)%,38.0
418,Tonglu Kairui Knitting Co Ltd,"No 189 Xihuan Road Hengcun Town Tonglu County Hangzhou Zhejiang311512",China,86,25.0,61.0,(29.1)%,(70.9)%,86.0
419,Tonglu Ke Ying Mei Knitting Co Ltd,"No 388 Jingcheng Road Hengcun Town Tonglu County Hangzhou Zhejiang311502",China,36,13.0,23.0,(36.1)%,(63.9)%,36.0
420,Tonglu Rongsheng Knitting Factory,No 88 Taixin Road Tongjun Street Tonglu County Hangzhou Zhejiang 311599,China,114,48.0,66.0,(42.1)%,(57.9)%,114.0
421,Tonglu Sailin Apparel and Accessory Co Ltd,"No 7 Langyuan Road Tongjun Sub-district Tonglu County Hangzhou Zhejiang311500",China,62,10.0,52.0,(16.1)%,(83.9)%,62.0
422,Tonglu Wangzhen Knitting Factory,"No 258 Xianghe Road Hengcun Town Tonglu County Hangzhou Zhejiang311500",China,31,6.0,25.0,(19.4)%,(80.6)%,31.0
423,Tonglu Xinjia Apparel & Accessories Co Ltd,"No 321 East Baiyunyuan Road Economic Development Zone Fengchuan Sub-district Tonglu County Hangzhou Zhejiang 311500",China,118,34.0,84.0,(28.8)%,(71.2)%,118.0
424,Weihai Fashion Time Clothing Co Ltd,"591-1 Middle shenyang Road Zhangcun County Huancui District WeihaiShandong 264203",China,65,19.0,46.0,(29.2)%,(70.8)%,65.0
425,Weihai Goldentex Knitting Co Ltd,No 78 Taidong Road Jieshi Town Wendeng District Weihai Shandong 264419,China,98,29.0,69.0,(29.6)%,(70.4)%,98.0
426,Welong Plastic Products Co Ltd,"2F of Building 69 Building 67 Building 63 65 No 298 Jinshan Road JiangbeiDistrict Ningbo Zhejiang 315033",China,465,184.0,281.0,(39.6)%,(60.4)%,465.0
427,Wenhou Yuanhua Leather Accs Co Ltd,"2F No 3 building 42 Jinyang Road Jinshanyang Village Pingyang WenzhouZhejiang 325405",China,53,18.0,35.0,(34.0)%,(66.0)%,53.0
428,Wenling Chengfa Shoes Co Ltd,"1F 4F 5F and 6F No 1 Building 4 158 Fengqiao Road Hengfeng Wenling CityTaizhou Zhejiang 317500",China,327,171.0,156.0,(52.3)%,(47.7)%,327.0
429,Wenling Wuyuehua Shoes Factory,Xianggongwei Village Daxi Town Wenling Zhejiang 317525,China,175,89.0,86.0,(50.9)%,(49.1)%,175.0
430,Wenling Xinlida Shoes Factory,Xianggongwei Village Daxi Town Taizhou Wenling Zhejiang 317525,China,147,65.0,82.0,(44.2)%,(55.8)%,147.0
431,Wenling Xinqite Shoes Co Ltd,"No 12 Xiazhou Village Xinle Village Zeguo Town Wenling City Taizhou Zhejiang317521",China,209,104.0,105.0,(49.8)%,(50.2)%,209.0
432,WenLing YBiao Shoes Ltd,Xiakan Industrial Zone Xishanjin Village Daxi Town Wenling Zhejiang 317525,China,68,24.0,44.0,(35.3)%,(64.7)%,68.0
433,Wenling Yongcheng Arts & Crafts Co Ltd,"233 Naxin Road Southeast Industrial Zone Songmen Town Wenling Zhejiang317511",China,104,11.0,93.0,(10.6)%,(89.4)%,104.0
434,"Wenshang County Hongruixuan Garment CoLtd","423 Guocang Duan 105 National Highway Guocang Town Wenshang CountyJining Shandong 272516",China,834,66.0,768.0,(7.9)%,(92.1)%,834.0
435,Wenshang Paco Garment Ltd,"No 387 Nanzhan Section 105 National Road Nanzhan Town Wenshang CountyJining Shandong 272501",China,307,27.0,280.0,(8.8)%,(91.2)%,307.0
436,Wenzhou Jiayu Shoe Factory Co Ltd,Dongmeng Ind Zone Wuniu Town Yongjia District Wenzhou Zhejiang 325000,China,26,10.0,16.0,(38.5)%,(61.5)%,26.0
437,Wenzhou Jiuyang Leather Co Ltd,"No 668 Naocun Middle Road Nao Village Shuitou Town Pingyang CountyWenzhou Zhejiang 325405",China,56,27.0,29.0,(48.2)%,(51.8)%,56.0
